,Incident Summary,State,Open Date
1751,HSCN - DSL Outage,Closed,03-Jan-2023 08:43
1752,HSCN - DSL Intermittent,Closed,03-Jan-2023 08:40
1753,HSCN - DSL Outage - Using 3G,Closed,03-Jan-2023 08:39
1754,HSCN - DSL Outage - Using 3G,Closed,03-Jan-2023 08:38
1755,HSCN - DSL Intermittent,Closed,03-Jan-2023 08:37
1756,HSCN - DSL Intermittent,Closed,03-Jan-2023 08:30
1757,HSCN - DSL Outage,Closed,03-Jan-2023 08:08
1758,HSCN - DSL Outage,Closed,03-Jan-2023 08:05
1759,HSCN - DSL Outage,Closed,03-Jan-2023 08:03
1760,HSCN - DSL Outage,Closed,03-Jan-2023 08:02
1761,HSCN - DSL Outage,Closed,02-Jan-2023 09:57
1762,HSCN - DSL Outage,Closed,02-Jan-2023 09:53
1763,HSCN - DSL Outage,Closed,02-Jan-2023 09:29
1764,HSCN - DSL Outage,Closed,02-Jan-2023 08:46
1765,HSCN - DSL Outage,Closed,02-Jan-2023 08:44
1766,HSCN - DSL Outage,Closed,31-Dec-2022 09:40
1767,HSCN - DSL Outage,Closed,31-Dec-2022 09:30
1768,HSCN - DSL Outage,Closed,30-Dec-2022 15:30
1769,HSCN - DSL Outage,Closed,30-Dec-2022 13:51
1770,HSCN - Intermittent DSL Outage,Closed,30-Dec-2022 10:52
1771,HSCN - DSL Outage,Closed,30-Dec-2022 10:18
1772,HSCN - DSL Outage,Closed,30-Dec-2022 08:50
1773,HSCN - DSL Outage,Closed,30-Dec-2022 08:34
1774,HSCN - DSL Outage,Closed,29-Dec-2022 08:39
1775,HSCN - DSL Outage,Closed,28-Dec-2022 14:27
1776,HSCN - DSL Outage,Closed,28-Dec-2022 14:01
1777,HSCN - DSL Outage,Closed,28-Dec-2022 12:59
1778,HSCN - Intermittent internet,Closed,28-Dec-2022 10:32
1779,HSCN - Intermittent,Closed,28-Dec-2022 09:58
1780,HSCN - DSL Outage,Closed,28-Dec-2022 09:26
1781,HSCN - DSL Outage,Closed,28-Dec-2022 08:41
1782,HSCN - DSL Outage,Closed,28-Dec-2022 08:37
1783,HSCN - DSL Outage,Closed,27-Dec-2022 13:31
1784,HSCN - DSL Outage,Closed,27-Dec-2022 13:27
1785,HSCN - DSL Outage,Closed,27-Dec-2022 09:47
1786,HSCN - DSL Outage,Closed,27-Dec-2022 09:46
1787,HSCN - DSL Outage,Closed,27-Dec-2022 09:44
1788,HSCN - DSL Outage,Closed,27-Dec-2022 09:35
1789,HSCN - DSL Outage,Closed,27-Dec-2022 09:22
1790,HSCN - DSL Outage,Closed,24-Dec-2022 13:08
1791,HSCN - DSL Outage,Closed,24-Dec-2022 09:14
1792,HSCN - DSL Outage,Closed,24-Dec-2022 08:35
1793,HSCN - DSL Outage,Closed,23-Dec-2022 16:35
1794,HSCN - DSL Outage,Closed,23-Dec-2022 10:07
1795,HSCN - DSL Outage,Closed,23-Dec-2022 09:28
1796,HSCN - DSL Outage,Closed,23-Dec-2022 08:45
1797,HSCN - DSL Outage,Closed,22-Dec-2022 14:54
1798,HSCN - DSL Outage,Closed,22-Dec-2022 12:21
1799,HSCN - DSL Outage,Closed,21-Dec-2022 15:34
1800,HSCN - Intermittent connection,Closed,21-Dec-2022 11:37
1801,HSCN - Intermittent connection,Closed,21-Dec-2022 09:33
1802,HSCN - Intermittent connection,Closed,21-Dec-2022 09:31
1803,HSCN - DSL Outage,Closed,21-Dec-2022 08:42
1804,HSCN - No connection on server,Closed,20-Dec-2022 16:28
1805,HSCN - DSL Outage,Closed,20-Dec-2022 14:19
1806,HSCN - DSL Outage,Closed,20-Dec-2022 14:12
1807,HSCN - DSL Outage - Using 3G,Closed,20-Dec-2022 13:52
1808,HSCN - DSL Outage,Closed,20-Dec-2022 12:08
1809,HSCN - DSL Outage,Closed,20-Dec-2022 12:06
1810,HSCN - DSL Outage,Closed,20-Dec-2022 11:47
1811,HSCN - DSL Outage,Closed,20-Dec-2022 10:25
1812,HSCN - DSL Outage,Closed,20-Dec-2022 10:20
1813,HSCN - DSL Intermittent,Closed,20-Dec-2022 10:17
1814,HSCN - DSL Intermittent,Closed,20-Dec-2022 10:14
1815,HSCN - DSL Outage,Closed,20-Dec-2022 08:51
1816,HSCN - DSL Outage,Closed,20-Dec-2022 08:49
1817,HSCN - DSL Outage,Closed,20-Dec-2022 08:48
1818,HSCN - DSL Outage,Closed,20-Dec-2022 08:46
1819,HSCN - DSL Outage,Closed,20-Dec-2022 08:43
1820,HSCN - DSL Outage,Closed,20-Dec-2022 08:40
1821,HSCN - DSL Outage,Closed,20-Dec-2022 08:37
1822,HSCN - DSL Outage,Closed,19-Dec-2022 17:43
1823,HSCN - DSL Outage,Closed,19-Dec-2022 17:39
1824,HSCN - DSL Outage,Closed,19-Dec-2022 17:34
1825,HSCN - DSL Outage - PPP off - error 12,Closed,19-Dec-2022 15:34
1826,HSCN - DSL Outage,Closed,19-Dec-2022 11:57
1827,HSCN - DSL Outage,Closed,19-Dec-2022 11:27
1828,HSCN - DSL Slow,Closed,19-Dec-2022 11:27
1829,HSCN - DSL Outage,Closed,19-Dec-2022 10:07
1830,HSCN - DSL Outage,Closed,17-Dec-2022 10:58
1831,HSCN - DSL Outage,Closed,17-Dec-2022 09:24
1832,HSCN - DSL Outage,Closed,16-Dec-2022 15:07
1833,HSCN - DSL Outage,Closed,16-Dec-2022 14:25
1834,HSCN - DSL Outage,Closed,16-Dec-2022 14:24
1835,HSCN - DSL Outage,Closed,16-Dec-2022 14:22
1836,HSCN - DSL Outage,Closed,16-Dec-2022 14:21
1837,HSCN - DSL Outage,Closed,16-Dec-2022 14:16
1838,HSCN - DSL Outage,Closed,16-Dec-2022 14:15
1839,HSCN - DSL Outage,Closed,16-Dec-2022 14:13
1840,HSCN - DSL Outage,Closed,16-Dec-2022 14:11
1841,HSCN - DSL Outage,Closed,16-Dec-2022 14:09
1842,HSCN - DSL Outage,Closed,16-Dec-2022 14:07
1843,HSCN - DSL Outage,Closed,16-Dec-2022 14:04
1844,HSCN - DSL Outage,Closed,16-Dec-2022 14:01
1845,HSCN - DSL Outage,Closed,16-Dec-2022 13:59
1846,HSCN - DSL Outage,Closed,16-Dec-2022 13:57
1847,HSCN - DSL Outage,Closed,16-Dec-2022 13:45
1848,HSCN - DSL Outage,Closed,16-Dec-2022 13:44
1849,HSCN - DSL Outage,Closed,16-Dec-2022 13:42
1850,HSCN - DSL Outage,Closed,16-Dec-2022 13:39
1851,HSCN - DSL Outage,Closed,16-Dec-2022 13:37
1852,HSCN - DSL Outage,Closed,16-Dec-2022 09:19
1853,HSCN - DSL Outage,Closed,15-Dec-2022 17:04
1854,HSCN - DSL Outage,Closed,15-Dec-2022 16:23
1855,HSCN - DSL Outage,Closed,15-Dec-2022 14:43
1856,HSCN - DSL Outage,Closed,15-Dec-2022 11:31
1857,HSCN - DSL Outage,Closed,15-Dec-2022 11:06
1858,HSCN - DSL Outage,Closed,15-Dec-2022 10:16
1859,HSCN - DSL Outage,Closed,14-Dec-2022 18:16
1860,HSCN - DSL Outage,Closed,14-Dec-2022 18:15
1861,HSCN - DSL Outage,Closed,14-Dec-2022 17:50
1862,HSCN - DSL Outage,Closed,14-Dec-2022 17:13
1863,HSCN - internet down,Closed,14-Dec-2022 12:47
1864,HSCN - DSL Outage,Closed,14-Dec-2022 11:24
1865,HSCN - DSL Outage,Closed,14-Dec-2022 08:37
1866,HSCN - DSL Outage,Closed,14-Dec-2022 08:28
1867,HSCN - DSL Outage - epharmacy,Closed,13-Dec-2022 09:59
1868,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 15:57
1869,HSCN - DSL Outage,Closed,12-Dec-2022 11:54
1870,HSCN - DSL Outage,Closed,12-Dec-2022 11:53
1871,HSCN - DSL Outage,Closed,12-Dec-2022 11:50
1872,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:47
1873,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:45
1874,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:37
1875,HSCN - DSL Outage,Closed,12-Dec-2022 11:36
1876,HSCN - DSL Outage,Closed,12-Dec-2022 11:25
1877,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:21
1878,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:18
1879,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:17
1880,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:16
1881,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:14
1882,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:12
1883,HSCN - DSL Outage - MSO,Closed,12-Dec-2022 11:11
1884,HSCN - DSL Outage,Closed,12-Dec-2022 10:59
1885,HSCN - DSL Outage,Closed,12-Dec-2022 10:37
1886,HSCN - DSL Outage,Closed,12-Dec-2022 09:19
1887,HSCN - DSL Outage,Closed,12-Dec-2022 09:14
1888,HSCN - DSL Outage,Closed,12-Dec-2022 09:11
1889,HSCN - DSL Outage,Closed,12-Dec-2022 09:07
1890,HSCN - DSL Outage,Closed,12-Dec-2022 09:02
1891,HSCN - DSL Outage,Closed,12-Dec-2022 08:59
1892,HSCN - DSL Outage,Closed,12-Dec-2022 08:57
1893,HSCN - DSL Intermittent,Closed,10-Dec-2022 15:30
1894,HSCN - DSL Outage,Closed,10-Dec-2022 10:44
1895,HSCN - DSL Outage,Closed,10-Dec-2022 09:13
1896,HSCN - DSL Outage,Closed,10-Dec-2022 09:11
1897,HSCN - DSL Outage,Closed,10-Dec-2022 09:08
1898,HSCN - DSL Outage,Closed,09-Dec-2022 15:43
1899,HSCN - DSL Outage,Closed,09-Dec-2022 14:30
1900,HSCN - DSL Outage,Closed,09-Dec-2022 14:10
1901,HSCN - DSL Outage,Closed,09-Dec-2022 11:10
1902,HSCN - DSL Outage,Closed,09-Dec-2022 09:54
1903,HSCN - DSL Outage,Closed,09-Dec-2022 08:47
1904,HSCN - DSL Outage,Closed,08-Dec-2022 14:06
1905,HSCN - DSL Outage,Closed,08-Dec-2022 13:17
1906,HSCN - DSL Outage,Closed,08-Dec-2022 12:40
1907,HSCN - DSL Outage,Closed,08-Dec-2022 12:36
1908,HSCN - DSL Outage,Closed,08-Dec-2022 08:59
1909,HSCN - DSL Outage,Closed,07-Dec-2022 11:16
1910,HSCN - Unable to log into PMR on client,Closed,07-Dec-2022 09:51
1911,HSCN - DSL Outage,Closed,07-Dec-2022 08:34
1912,HSCN - DSL Outage,Closed,06-Dec-2022 16:34
1913,HSCN - DSL Outage,Closed,06-Dec-2022 16:33
1914,HSCN - DSL intermittent,Closed,06-Dec-2022 15:31
1915,HSCN - DSL Outage,Closed,06-Dec-2022 13:56
1916,HSCN - Speed,Closed,06-Dec-2022 09:45
1917,HSCN - DSL Outage,Closed,06-Dec-2022 09:44
1918,HSCN - DSL Outage,Closed,06-Dec-2022 09:43
1919,HSCN - DSL Outage,Closed,06-Dec-2022 09:41
1920,HSCN - DSL Outage,Closed,06-Dec-2022 09:40
1921,HSCN - DSL Outage,Closed,06-Dec-2022 09:36
1922,HSCN - DSL Outage,Closed,06-Dec-2022 09:35
1923,HSCN - DSL Outage,Closed,05-Dec-2022 15:51
1924,HSCN - DSL Outage,Closed,05-Dec-2022 14:20
1925,HSCN - DSL Outage,Closed,05-Dec-2022 13:09
1926,HSCN - DSL Outage,Closed,05-Dec-2022 11:40
1927,HSCN - DSL Outage,Closed,05-Dec-2022 11:36
1928,HSCN - DSL Outage,Closed,05-Dec-2022 10:52
1929,HSCN - DSL Outage,Closed,05-Dec-2022 10:51
1930,HSCN - DSL Outage,Closed,05-Dec-2022 10:49
1931,HSCN - DSL Outage,Closed,05-Dec-2022 10:47
1932,HSCN - DSL Outage,Closed,05-Dec-2022 10:44
1933,HSCN - DSL Outage,Closed,05-Dec-2022 10:43
1934,HSCN - DSL Outage,Closed,05-Dec-2022 10:40
1935,HSCN - DSL Outage,Closed,05-Dec-2022 09:49
1936,HSCN - DSL Outage,Closed,05-Dec-2022 08:36
1937,HSCN - DSL Outage,Closed,02-Dec-2022 10:43
1938,HSCN - Slow Intermittent connection,Closed,01-Dec-2022 17:28
1939,HSCN - Slow connection,Closed,01-Dec-2022 12:08
1940,HSCN - DSL Outage,Closed,01-Dec-2022 08:48
1941,HSCN - DSL Outage,Closed,01-Dec-2022 08:31
1942,HSCN - DSL Outage,Closed,01-Dec-2022 08:21
1943,HSCN - DSL Intermittent,Closed,30-Nov-2022 18:25
1944,HSCN - DSL Outage,Closed,30-Nov-2022 13:57
1945,HSCN - DSL Outage,Closed,30-Nov-2022 12:49
1946,HSCN - DSL Outage,Closed,30-Nov-2022 11:35
1947,HSCN - DSL Outage,Closed,30-Nov-2022 10:23
1948,HSCN - DSL Outage,Closed,29-Nov-2022 18:40
1949,HSCN - DSL Outage,Closed,29-Nov-2022 10:44
1950,HSCN - DSL Outage,Closed,29-Nov-2022 08:21
1951,HSCN - DSL Outage,Closed,29-Nov-2022 08:16
1952,HSCN - DSL Outage,Closed,28-Nov-2022 17:35
1953,HSCN - DSL Outage,Closed,28-Nov-2022 13:49
1954,HSCN - DSL Outage,Closed,28-Nov-2022 09:13
1955,HSCN - DSL Outage,Closed,28-Nov-2022 09:12
1956,HSCN - DSL Outage,Closed,28-Nov-2022 09:12
1957,ePharmacy - HSCN Outage,Closed,28-Nov-2022 09:12
1958,HSCN - DSL Outage,Closed,28-Nov-2022 09:11
1959,HSCN - DSL Outage,Closed,28-Nov-2022 08:20
1960,HSCN - DSL Outage - Intermittent,Closed,28-Nov-2022 08:18
1961,HSCN - DSL Outage - Intermittent,Closed,28-Nov-2022 08:17
1962,HSCN - DSL Outage,Closed,28-Nov-2022 08:04
1963,HSCN - DSL Outage,Closed,26-Nov-2022 10:13
1964,HSCN - DSL Outage,Closed,26-Nov-2022 09:46
1965,HSCN - DSL Outage - Raised by customer,Closed,25-Nov-2022 17:31
1966,HSCN - DSL Outage - Raised by Customer,Closed,25-Nov-2022 17:10
1967,HSCN - DSL Outage,Closed,24-Nov-2022 10:14
1968,HSCN - DSL Outage,Closed,24-Nov-2022 10:12
1969,HSCN - DSL Outage,Closed,24-Nov-2022 10:10
1970,HSCN - DSL Outage,Closed,24-Nov-2022 10:09
1971,HSCN - DSL Outage,Closed,24-Nov-2022 10:07
1972,HSCN - DSL Outage,Closed,24-Nov-2022 09:30
1973,HSCN - DSL Outage,Closed,24-Nov-2022 09:09
1974,HSCN - DSL Outage,Closed,23-Nov-2022 16:18
1975,HSCN - DSL Outage,Closed,23-Nov-2022 16:11
1976,HSCN - DSL Outage,Closed,23-Nov-2022 13:32
1977,HSCN - DSL Outage,Closed,23-Nov-2022 12:56
1978,HSCN - Slow/Intermittent Internet,Closed,23-Nov-2022 11:06
1979,HSCN - DSL Outage,Closed,22-Nov-2022 16:03
1980,HSCN - DSL Outage,Closed,22-Nov-2022 14:55
1981,HSCN - DSL Outage,Closed,22-Nov-2022 13:35
1982,HSCN - DSL Outage,Closed,22-Nov-2022 10:13
1983,HSCN - DSL Outage,Closed,22-Nov-2022 10:11
1984,HSCN - DSL Outage,Closed,22-Nov-2022 10:10
1985,HSCN - C2 outage,Closed,22-Nov-2022 09:56
1986,HSCN - DSL Outage,Closed,22-Nov-2022 09:10
1987,HSCN - DSL Outage,Closed,21-Nov-2022 16:39
1988,HSCN - DSL Outage,Closed,21-Nov-2022 14:31
1989,HSCN - DSL Outage,Closed,21-Nov-2022 14:28
1990,HSCN - DSL Outage - Intermittent,Closed,21-Nov-2022 14:27
1991,HSCN - DSL Outage,Closed,21-Nov-2022 14:22
1992,HSCN - DSL Outage,Closed,21-Nov-2022 14:17
1993,HSCN - DSL Outage,Closed,21-Nov-2022 14:15
1994,HSCN - DSL Outage,Closed,21-Nov-2022 14:14
1995,HSCN - DSL Outage,Closed,21-Nov-2022 14:12
1996,HSCN - DSL Outage,Closed,21-Nov-2022 11:28
1997,HSCN - DSL Outage,Closed,21-Nov-2022 11:22
1998,HSCN - DSL Outage,Closed,21-Nov-2022 11:17
1999,HSCN - DSL Outage,Closed,21-Nov-2022 11:14
2000,HSCN - DSL Outage,Closed,21-Nov-2022 11:09
2001,HSCN - DSL Outage,Closed,21-Nov-2022 11:08
2002,HSCN - 3g outage.,Closed,21-Nov-2022 10:38
2003,HSCN - DSL Outage,Closed,18-Nov-2022 09:24
2004,HSCN - DSL Intermittent,Closed,17-Nov-2022 13:11
2005,HSCN - DSL Outage,Closed,17-Nov-2022 12:47
2006,HSCN - DSL Outage,Closed,17-Nov-2022 10:23
2007,HSCN - DSL Outage,Closed,17-Nov-2022 09:54
2008,HSCN - DSL Outage,Closed,17-Nov-2022 09:31
2009,HSCN - DSL Outage,Closed,17-Nov-2022 08:49
2010,HSCN - Slow ADSL2+ Connection,Closed,16-Nov-2022 16:28
2011,HSCN - DSL Outage,Closed,16-Nov-2022 14:39
2012,HSCN - DSL Outage,Closed,16-Nov-2022 09:33
2013,HSCN - DSL Outage,Closed,16-Nov-2022 09:32
2014,HSCN - DSL Outage,Closed,16-Nov-2022 08:53
2015,HSCN - DSL Outage,Closed,16-Nov-2022 08:49
2016,HSCN - DSL Outage  - Cisco will not power on,Closed,16-Nov-2022 08:26
2017,HSCN - DSL Outage,Closed,15-Nov-2022 15:09
2018,HSCN - DSL Outage,Closed,15-Nov-2022 08:45
2019,HSCN - DSL Outage,Closed,15-Nov-2022 08:42
2020,HSCN - DSL Outage,Closed,15-Nov-2022 08:38
2021,HSCN - DSL Outage,Closed,14-Nov-2022 14:17
2022,HSCN - DSL Outage,Closed,14-Nov-2022 14:16
2023,HSCN - DSL Outage,Closed,14-Nov-2022 11:15
2024,HSCN - DSL Outage,Closed,14-Nov-2022 09:43
2025,HSCN - DSL Outage,Closed,14-Nov-2022 09:39
2026,HSCN - DSL Outage,Closed,14-Nov-2022 09:21
2027,HSCN - DSL Outage,Closed,14-Nov-2022 09:18
2028,HSCN - DSL Outage,Closed,14-Nov-2022 09:14
2029,HSCN - DSL Outage,Closed,14-Nov-2022 09:10
2030,HSCN - DSL Outage,Closed,14-Nov-2022 08:49
2031,HSCN - DSL Outage,Closed,14-Nov-2022 08:44
2032,HSCN - DSL Outage,Closed,11-Nov-2022 13:59
2033,HSCN - DSL Outage,Closed,11-Nov-2022 13:56
2034,HSCN - DSL Outage,Closed,11-Nov-2022 11:23
2035,HSCN - Intermittent connection,Closed,11-Nov-2022 10:30
2036,HSCN - DSL Outage,Closed,11-Nov-2022 09:24
2037,HSCN - DSL Outage,Closed,11-Nov-2022 09:23
2038,HSCN - DSL Outage,Closed,11-Nov-2022 09:22
2039,HSCN - DSL Outage,Closed,11-Nov-2022 09:20
2040,HSCN - DSL Outage,Closed,11-Nov-2022 09:19
2041,HSCN - DSL Outage,Closed,11-Nov-2022 09:18
2042,HSCN - DSL Outage,Closed,11-Nov-2022 09:17
2043,HSCN - DSL Outage,Closed,11-Nov-2022 09:16
2044,HSCN - DSL Outage,Closed,11-Nov-2022 09:15
2045,HSCN - DSL Outage,Closed,11-Nov-2022 09:12
2046,HSCN - DSL Outage,Closed,11-Nov-2022 09:11
2047,HSCN - DSL Outage - Using 3G,Closed,11-Nov-2022 09:07
2048,HSCN - DSL Outage,Closed,11-Nov-2022 09:06
2049,HSCN - DSL Outage,Closed,11-Nov-2022 09:05
2050,HSCN - DSL Outage,Closed,11-Nov-2022 08:37
2051,HSCN - DSL Outage,Closed,11-Nov-2022 08:35
2052,HSCN - DSL Outage,Closed,11-Nov-2022 08:10
2053,HSCN - DSL Outage,Closed,10-Nov-2022 15:27
2054,HSCN - DSL Outage,Closed,10-Nov-2022 12:30
2055,HSCN - DSL Outage,Closed,09-Nov-2022 11:08
2056,HSCN - DSL Outage,Closed,09-Nov-2022 10:11
2057,HSCN - DSL Outage,Closed,09-Nov-2022 09:16
2058,HSCN - DSL Outage,Closed,09-Nov-2022 08:09
2059,HSCN - DSL Outage,Closed,09-Nov-2022 08:07
2060,HSCN - DSL Outage,Closed,08-Nov-2022 10:42
2061,HSCN - DSL Outage,Closed,08-Nov-2022 10:33
2062,HSCN - DSL Outage,Closed,08-Nov-2022 09:17
2063,HSCN - DSL Outage,Closed,08-Nov-2022 08:12
2064,HSCN - DSL Outage,Closed,07-Nov-2022 13:36
2065,HSCN - DSL Outage,Closed,07-Nov-2022 12:30
2066,HSCN - DSL Outage,Closed,07-Nov-2022 08:58
2067,HSCN - DSL Outage,Closed,07-Nov-2022 08:22
2068,HSCN - DSL Outage,Closed,07-Nov-2022 08:10
2069,HSCN - DSL Outage,Closed,05-Nov-2022 10:55
2070,HSCN - DSL Outage,Closed,05-Nov-2022 08:48
2071,HSCN - DSL Outage,Closed,04-Nov-2022 11:25
2072,HSCN - DSL Outage,Closed,04-Nov-2022 10:09
2073,HSCN - DSL Outage,Closed,04-Nov-2022 09:59
2074,HSCN - DSL Outage,Closed,04-Nov-2022 09:47
2075,HSCN - DSL Outage,Closed,04-Nov-2022 08:52
2076,HSCN - DSL Outage,Closed,04-Nov-2022 08:49
2077,HSCN - DSL Outage,Closed,04-Nov-2022 08:47
2078,HSCN - DSL Outage,Closed,04-Nov-2022 08:45
2079,HSCN - DSL Outage,Closed,04-Nov-2022 08:44
2080,HSCN - DSL Outage,Closed,04-Nov-2022 08:42
2081,HSCN - DSL Outage,Closed,02-Nov-2022 16:48
2082,HSCN - DSL Outage,Closed,01-Nov-2022 14:59
2083,HSCN - DSL Intermittent / Dropping,Closed,01-Nov-2022 14:05
2084,HSCN - Intermittent Connection,Closed,01-Nov-2022 10:12
2085,HSCN - DSL Outage,Closed,01-Nov-2022 10:06
2086,HSCN - DSL Outage,Closed,31-Oct-2022 15:25
2087,HSCN - DSL Outage,Closed,31-Oct-2022 14:44
2088,HSCN - DSL Outage,Closed,31-Oct-2022 13:40
2089,HSCN - DSL Outage,Closed,31-Oct-2022 13:37
2090,HSCN - DSL Outage,Closed,31-Oct-2022 13:35
2091,HSCN - DSL Outage,Closed,31-Oct-2022 12:54
2092,HSCN - Client Unable to  Connected,Closed,31-Oct-2022 12:30
2093,HSCN - DSL Outage,Closed,31-Oct-2022 11:55
2094,HSCN - Port un-blocking,Closed,31-Oct-2022 11:33
2095,HSCN - DSL Outage,Closed,31-Oct-2022 10:08
2096,HSCN - DSL Outage,Closed,31-Oct-2022 09:01
2097,HSCN - DSL Outage,Closed,31-Oct-2022 08:59
2098,HSCN - DSL Outage,Closed,31-Oct-2022 08:50
2099,HSCN - DSL Outage,Closed,31-Oct-2022 08:48
2100,HSCN - DSL Outage,Closed,31-Oct-2022 08:48
2101,HSCN - DSL Outage,Closed,31-Oct-2022 08:46
2102,HSCN - DSL Outage,Closed,31-Oct-2022 08:36
2103,HSCN - DSL Outage,Closed,31-Oct-2022 08:35
2104,HSCN - DSL Outage,Closed,29-Oct-2022 12:01
2105,HSCN - DSL Outage,Closed,29-Oct-2022 09:10
2106,HSCN - DSL Outage,Closed,28-Oct-2022 16:22
2107,HSCN - DSL Outage,Closed,28-Oct-2022 13:36
2108,HSCN - DSL Outage,Closed,28-Oct-2022 12:08
2109,HSCN - DSL Outage,Closed,28-Oct-2022 10:59
2110,HSCN - DSL Outage,Closed,28-Oct-2022 10:55
2111,HSCN - DSL Outage,Closed,28-Oct-2022 10:51
2112,HSCN - DSL Outage,Closed,28-Oct-2022 10:49
2113,HSCN - DSL Outage,Closed,28-Oct-2022 09:43
2114,HSCN - Slow internet,Closed,27-Oct-2022 17:43
2115,HSCN - DSL Outage,Closed,27-Oct-2022 16:30
2116,HSCN - DSL Outage,Closed,27-Oct-2022 16:26
2117,HSCN - DSL Outage,Closed,27-Oct-2022 16:23
2118,HSCN - DSL Outage,Closed,27-Oct-2022 10:19
2119,HSCN - DSL Outage,Closed,26-Oct-2022 11:13
2120,HSCN - DSL Outage (Proactive Monitoring),Closed,25-Oct-2022 16:53
2121,HSCN - DSL Outage,Closed,25-Oct-2022 11:36
2122,HSCN - DSL Outage,Closed,25-Oct-2022 09:52
2123,HSCN - DSL Outage,Closed,24-Oct-2022 14:14
2124,HSCN - DSL Outage,Closed,24-Oct-2022 12:43
2125,HSCN - Intermittent Connection,Closed,24-Oct-2022 12:18
2126,HSCN - DSL Outage,Closed,24-Oct-2022 12:02
2127,HSCN - DSL Outage,Closed,24-Oct-2022 11:56
2128,HSCN - DSL Outage,Closed,24-Oct-2022 11:51
2129,HSCN - DSL Outage,Closed,24-Oct-2022 11:48
2130,HSCN - DSL Outage,Closed,24-Oct-2022 11:43
2131,HSCN - DSL Outage,Closed,24-Oct-2022 11:39
2132,HSCN - DSL Outage,Closed,24-Oct-2022 11:34
2133,HSCN - DSL Outage,Closed,24-Oct-2022 11:00
2134,HSCN - DSL Outage,Closed,24-Oct-2022 10:56
2135,HSCN - DSL Outage,Closed,24-Oct-2022 10:55
2136,HSCN - DSL Outage,Closed,24-Oct-2022 10:50
2137,HSCN - DSL Outage,Closed,24-Oct-2022 10:48
2138,HSCN - DSL Outage,Closed,24-Oct-2022 10:43
2139,HSCN - DSL Outage,Closed,24-Oct-2022 10:40
2140,HSCN - DSL Outage,Closed,24-Oct-2022 09:44
2141,HSCN - DSL Outage,Closed,24-Oct-2022 08:58
2142,HSCN - DSL Outage,Closed,22-Oct-2022 11:46
2143,HSCN - DSL Outage,Closed,21-Oct-2022 12:45
2144,HSCN - DSL Outage,Closed,21-Oct-2022 08:49
2145,HSCN - DSL Outage,Closed,21-Oct-2022 08:46
2146,HSCN - DSL Outage,Closed,20-Oct-2022 13:27
2147,HSCN - DSL intermittent connection,Closed,20-Oct-2022 11:12
2148,HSCN - DSL Outage,Closed,20-Oct-2022 10:45
2149,HSCN - DSL Outage,Closed,20-Oct-2022 10:27
2150,HSCN - DSL Outage,Closed,20-Oct-2022 10:07
2151,HSCN - DSL Outage,Closed,20-Oct-2022 09:02
2152,HSCN - DSL Outage,Closed,20-Oct-2022 08:57
2153,HSCN - DSL slow internet sometimes.,Closed,19-Oct-2022 16:43
2154,HSCN - DSL Outage,Closed,19-Oct-2022 14:07
2155,HSCN - DSL Outage,Closed,19-Oct-2022 13:28
2156,HSCN - DSL Outage,Closed,19-Oct-2022 10:41
2157,HSCN - DSL Outage,Closed,19-Oct-2022 08:44
2158,HSCN - DSL Outage,Closed,19-Oct-2022 08:42
2159,HSCN - DSL Outage,Closed,19-Oct-2022 08:41
2160,HSCN - DSL Outage,Closed,18-Oct-2022 18:06
2161,HSCN - Webpage Blocked,Closed,18-Oct-2022 17:48
2162,HSCN - Line installation,Closed,18-Oct-2022 14:47
2163,HSCN - DSL Outage,Closed,18-Oct-2022 14:24
2164,HSCN - DSL Outage,Closed,18-Oct-2022 13:22
2165,HSCN - DSL Slow connection,Closed,18-Oct-2022 11:37
2166,HSCN - DSL Outage,Closed,18-Oct-2022 10:44
2167,HSCN - DSL Outage,Closed,18-Oct-2022 10:14
2168,HSCN - DSL Outage,Closed,18-Oct-2022 10:12
2169,HSCN - DSL Outage,Closed,18-Oct-2022 09:56
2170,HSCN - DSL Outage,Closed,18-Oct-2022 08:56
2171,HSCN - DSL Outage,Closed,18-Oct-2022 08:54
2172,HSCN - DSL Outage,Closed,17-Oct-2022 15:33
2173,HSCN - DSL Outage,Closed,17-Oct-2022 15:28
2174,HSCN - DSL Outage,Closed,17-Oct-2022 14:44
2175,HSCN - DSL Outage,Closed,17-Oct-2022 13:11
2176,HSCN - DSL Outage,Closed,17-Oct-2022 12:52
2177,HSCN - DSL Outage,Closed,17-Oct-2022 11:12
2178,HSCN - DSL Outage,Closed,17-Oct-2022 10:43
2179,HSCN - DSL Outage,Closed,17-Oct-2022 09:45
2180,HSCN - DSL Outage,Closed,17-Oct-2022 08:25
